nomInstallation,codeEICResourceObject,codeINSEECommune,Latitude,Longitude,commune,codeDepartement,departement,codeRegion,region,dateMiseEnService,filiere,puisMaxRac,nbGroupes
PARC EOLIEN DE LONGCHAMPS,17W000000392212Y,18167,47.13364543,1.912318868,Nohant-en-Gra??ay,18,Cher,24,Centre-Val de Loire,2011-08-16 00:00,Eolien,10000,4
PARC EOLIEN DES CROQUETTES,17W000000430515I,18190,47.1301375,2.156205337,Quincy,18,Cher,24,Centre-Val de Loire,2011-08-16 00:00,Eolien,12000,5
Confidentiel,17W0000001633706,62496,50.54626074,1.653721583,Lefaux,62,Pas-de-Calais,32,Hauts-de-France,2011-08-12 00:00,Eolien,900,1
MOULIN A VENT,17W0000004127097,10020,48.43233518,3.560133694,Avant-l??s-Marcilly,10,Aube,44,Grand-Est,2011-08-07 00:00,Eolien,10000,5
PARC EOLIEN LES CLERIMOIS,17W000000055160K,89111,48.228925,3.457675939,Les Cl??rimois,89,Yonne,27,Bourgogne-Franche-Comt??,2011-08-03 00:00,Eolien,8000,4
PARC EOLIEN LES SOURCES DE LA LOIRE 1,17W000000045411R,7224,44.76813449,4.089025743,Saint-Cirgues-en-Montagne,7,Ard??che,84,Auvergne-Rh??ne-Alpes,2011-07-28 00:00,Eolien,12000,6
PARC EOLIEN BOIS BALLAY,17W000000415519Y,18137,46.87861928,2.163127009,Mareuil-sur-Arnon,18,Cher,24,Centre-Val de Loire,2011-07-25 00:00,Eolien,12000,5
CENTRALE EOLIENNE DES GARGOUILLES,17W000000416248Y,91511,48.35013904,1.997583934,Pussay,91,Essonne,11,Ile-de-France,2011-07-22 00:00,Eolien,9200,4
LE PLATEAU DE CAMPIGNY,17W000000059821J,27126,49.3178181,0.561573923,Campigny,27,Eure,28,Normandie,2011-07-22 00:00,Eolien,10000,5
SARL CENTRALE EOLIENNE DE BIHY,17W000000051429M,22276,48.37588793,-2.966691446,Saint-Bihy,22,C??tes-d'Armor,53,Bretagne,2011-07-13 00:00,Eolien,3200,12
PARC EOLIEN DU BOIS GUILLAUME,17W000000148665B,80685,49.69368999,2.788687577,Roye,80,Somme,32,Hauts-de-France,2011-07-10 00:00,Eolien,12000,6
SARL PARC EOLIEN DE RAGEADE 3,17W000000051272T,15158,45.11468947,3.268413081,Rageade,15,Cantal,84,Auvergne-Rh??ne-Alpes,2011-07-04 00:00,Eolien,2000,1
PARC EOLIEN DE RAGEADE1,17W000000166574C,15158,45.11468947,3.268413081,Rageade,15,Cantal,84,Auvergne-Rh??ne-Alpes,2011-07-04 00:00,Eolien,12000,6
PARC EOLIEN DU CHEMIN BLANC,17W000000159800K,80685,49.69368999,2.788687577,Roye,80,Somme,32,Hauts-de-France,2011-06-30 00:00,Eolien,10000,5
COUFFE03 - ADP 03 DE LA FERME EOLIENNE DE COUFFRAU (MURASSON),17W100P100P28597,81023,43.74326219,2.815993084,Barre,81,Tarn,76,Occitanie,2011-06-28 00:00,Eolien,2300,1
COUFFE04 - ADP 04 DE LA FERME EOLIENNE DE COUFFRAU (MURATEL),17W100P100P0752Z,81023,43.74326219,2.815993084,Barre,81,Tarn,76,Occitanie,2011-06-28 00:00,Eolien,11500,5
COUFFE01 - ADP 01 DE LA FERME EOLIENNE DE COUFFRAU (LA BESSIERE),17W100P100P04570,81023,43.74326219,2.815993084,Barre,81,Tarn,76,Occitanie,2011-06-28 00:00,Eolien,13800,6
COUFFE02 - ADP 02 DE LA FERME EOLIENNE DE COUFFRAU (PUECH DE L HOMME),17W100P100P0834X,81023,43.74326219,2.815993084,Barre,81,Tarn,76,Occitanie,2011-06-28 00:00,Eolien,16100,7
CENTRALE EOLIENNE DES VINGT SETIERS,17W000000432539V,91511,48.35013904,1.997583934,Pussay,91,Essonne,11,Ile-de-France,2011-06-27 00:00,Eolien,9200,4
EOLIENNES DES CRETES D'HENINEL,17W0000000587828,62426,50.23313823,2.871609512,H??ninel,62,Pas-de-Calais,32,Hauts-de-France,2011-06-23 00:00,Eolien,6000,3
PARC EOLIEN DU VAL DE GRONDE,17W000000417977V,80685,49.69368999,2.788687577,Roye,80,Somme,32,Hauts-de-France,2011-06-10 00:00,Eolien,12000,6
PARC EOLIEN DE CRUSCADES,17W0000004326243,11111,43.20003209,2.816753863,Cruscades,11,Aude,76,Occitanie,2011-06-01 00:00,Eolien,11500,5
CENTRALE EOLIENNE DES GARGOUILLES,17W000000050895Z,28183,48.34308325,1.952812718,Gommerville,28,Eure-et-Loir,24,Centre-Val de Loire,2011-05-27 00:00,Eolien,9200,4
priv??,17W000000484655Q,79061,46.24053693,-0.218181065,Celles-sur-Belle,79,Deux-S??vres,75,Nouvelle-Aquitaine,2011-05-26 00:00,Eolien,9400,1
FORIERES 2,17W0000000518296,76192,50.01919326,1.323682631,Criel-sur-Mer,76,Seine-Maritime,28,Normandie,2011-05-23 00:00,Eolien,6420,4
SEPE LA PIECE DU ROI,17W0000001471609,54514,49.50895568,5.629887512,Tellancourt,54,Meurthe-et-Moselle,44,Grand-Est,2011-05-23 00:00,Eolien,8000,4
PARC EOLIEN DE QUITTEBEUF,17W000000416313C,27486,49.10730759,1.005322381,Quittebeuf,27,Eure,28,Normandie,2011-05-23 00:00,Eolien,8250,4
S.E.P.E. LES NEUFS CHAMPS,17W0000000473349,54514,49.50895568,5.629887512,Tellancourt,54,Meurthe-et-Moselle,44,Grand-Est,2011-05-20 00:00,Eolien,8000,4
CENTRALE EOLIENNE DES VINGT SETIERS,17W000000043030C,28183,48.34308325,1.952812718,Gommerville,28,Eure-et-Loir,24,Centre-Val de Loire,2011-05-13 00:00,Eolien,9200,4
EXTENS.DU PLATEAU ARDECHOIS,17W0000000576869,7075,44.7994634,4.127864661,Cros-de-G??orand,7,Ard??che,84,Auvergne-Rh??ne-Alpes,2011-05-10 00:00,Eolien,3400,4
PARC DE LA HAUTE CHEVRE,17W000000052841B,50444,49.04449468,-0.948478099,Saint-Amand-Villages,50,Manche,28,Normandie,2011-05-01 00:00,Eolien,6900,3
PARC EOLIEN DES HAUTS VENTS SARL,17W000000066345Y,50444,49.04449468,-0.948478099,Saint-Amand-Villages,50,Manche,28,Normandie,2011-05-01 00:00,Eolien,6900,3
BAUDIGNECOURT,17W000000164492O,55150,48.59152437,5.472661499,Demange-aux-Eaux,55,Meuse,44,Grand-Est,2011-04-28 00:00,Eolien,12000,6
priv??,17W000000489419D,79136,46.15012726,-0.04844137,Alloinay,79,Deux-S??vres,75,Nouvelle-Aquitaine,2011-04-26 00:00,Eolien,12000,1
Confidentiel,17W000000050436U,35207,48.09140446,-1.505488665,Noyal-sur-Vilaine,35,Ille-et-Vilaine,53,Bretagne,2011-04-18 00:00,Eolien,800,1
PARC EOLIEN DE CORROY,17W000000052519G,51241,48.71766001,4.019951228,Euvy,51,Marne,44,Grand-Est,2011-04-15 00:00,Eolien,16500,7
Agr??gation des installations de moins de 36KW,,,48.22212211,-2.778204488,,,,53,Bretagne,2011-04-10 00:00,Eolien,4,1
Confidentiel,17W000000431983H,76407,49.85825855,0.751682408,Manneville-??s-Plains,76,Seine-Maritime,28,Normandie,2011-03-31 00:00,Eolien,2300,1
CN'AIR PARC EOLIEN DE  LA DIVATTE,17W0000000467063,44079,47.20776648,-1.298443093,Le Landreau,44,Loire-Atlantique,52,Pays de la Loire,2011-03-23 00:00,Eolien,9848,4
Confidentiel,17W000000161993H,76048,49.47295608,1.675842806,Avesnes-en-Bray,76,Seine-Maritime,28,Normandie,2011-03-22 00:00,Eolien,12000,6
Confidentiel,17W0000004311955,76407,49.85825855,0.751682408,Manneville-??s-Plains,76,Seine-Maritime,28,Normandie,2011-03-16 00:00,Eolien,11500,5
PARC EOLIEN D'EUVY,17W000000045322Q,51241,48.71766001,4.019951228,Euvy,51,Marne,44,Grand-Est,2011-03-16 00:00,Eolien,12500,5
PARC EOLIEN DE CAMPREMY I,17W0000000522141,60123,49.5638031,2.326963312,Campremy,60,Oise,32,Hauts-de-France,2011-03-15 00:00,Eolien,11500,5
PARC EOLIEN ST FRAIGNE,17W000000046081H,16317,45.95727194,-0.015385324,Saint-Fraigne,16,Charente,75,Nouvelle-Aquitaine,2011-03-03 00:00,Eolien,12000,6
PARC EOLIEN CHAUSSEE DES COUDRAYS,17W0000000539323,18237,47.0779345,2.206981856,Sainte-Thorette,18,Cher,24,Centre-Val de Loire,2011-03-01 00:00,Eolien,10000,4
PARC EOLIEN LES MISTANDINES,17W000000059504V,18237,47.0779345,2.206981856,Sainte-Thorette,18,Cher,24,Centre-Val de Loire,2011-03-01 00:00,Eolien,10000,4
PARC EOLIEN DU BOIS DE MORVAL,17W0000000455367,62596,50.3470493,1.955142833,Mouriez,62,Pas-de-Calais,32,Hauts-de-France,2011-02-15 00:00,Eolien,12000,6
PARC EOLIEN LES DOUVES DES EPINETTES,17W000000057773E,35239,47.90602829,-1.343737062,Retiers,35,Ille-et-Vilaine,53,Bretagne,2011-01-28 00:00,Eolien,11500,5
Confidentiel,17W000000050280Z,80120,49.96000316,1.630265653,Bouillancourt-en-S??ry,80,Somme,32,Hauts-de-France,2011-01-19 00:00,Eolien,9000,6
priv??,17W000000487709E,79332,46.66903938,-0.482145101,Trayes,79,Deux-S??vres,75,Nouvelle-Aquitaine,2011-01-15 00:00,Eolien,10000,1
PARC EOLIEN SAINT GERMAINMONT 2,17W000000156140E,8381,49.5206305,4.134923276,Saint-Germainmont,8,Ardennes,44,Grand-Est,2011-01-12 00:00,Eolien,10250,5
PARC EOLIEN DE SAINT GERMAINMONT 1,17W0000001561519,8381,49.5206305,4.134923276,Saint-Germainmont,8,Ardennes,44,Grand-Est,2011-01-12 00:00,Eolien,10250,5
PARC EOLIEN DE CHAPELLE VALLON,17W000000419949Q,10230,48.39556538,4.033057915,Mergey,10,Aube,44,Grand-Est,2011-01-12 00:00,Eolien,12000,6
PARC EOLIEN IPER EOL ESTL,17W0000000499392,57379,48.96521843,6.616518001,Landroff,57,Moselle,44,Grand-Est,2011-01-09 00:00,Eolien,16000,8
priv??,17W000000487467C,79102,46.92314125,-0.332982473,Coulonges-Thouarsais,79,Deux-S??vres,75,Nouvelle-Aquitaine,2011-01-07 00:00,Eolien,12300,1
priv??,17W000000484890G,79049,46.85457557,-0.479375922,Bressuire,79,Deux-S??vres,75,Nouvelle-Aquitaine,2011-01-07 00:00,Eolien,12300,1
priv??,17W0000004832843,79013,46.97842613,-0.468875243,Argentonnay,79,Deux-S??vres,75,Nouvelle-Aquitaine,2011-01-07 00:00,Eolien,12300,1
CN'AIR PARC EOLIEN LE CLOS DU PRESSOIR,17W000000428190N,49092,47.22722685,-0.73018816,Chemill??-en-Anjou,49,Maine-et-Loire,52,Pays de la Loire,2011-01-06 00:00,Eolien,11940,6
PARC EOLIEN DE FERE,17W000000052244T,51241,48.71766001,4.019951228,Euvy,51,Marne,44,Grand-Est,2011-01-03 00:00,Eolien,15000,6
B.CO5E01 - ADP 01 DE LA FERME EOLIENNE DE BRAILLY-CORNEHOTTE (CLIENT),17W100P100P0748Q,80133,50.22431735,1.95816617,Brailly-Cornehotte,80,Somme,32,Hauts-de-France,2011-01-02 00:00,Eolien,11500,5
B.CO5E02 - ADP 02 DE LA FERME EOLIENNE DE BRAILLY-CORNEHOTTE (CLIENT),17W100P100P3238Y,80133,50.22431735,1.95816617,Brailly-Cornehotte,80,Somme,32,Hauts-de-France,2011-01-02 00:00,Eolien,12000,6
priv??,17W000000490440O,79174,46.23095837,-0.147888713,Melle,79,Deux-S??vres,75,Nouvelle-Aquitaine,2011-01-02 00:00,Eolien,12000,1
MSE L'EPINE,17W000000056374X,55005,48.51515266,5.604105655,Amanty,55,Meuse,44,Grand-Est,2010-12-30 00:00,Eolien,14350,6
Confidentiel,17W000000049237Y,3139,45.99371367,3.763080181,Laprugne,3,Allier,84,Auvergne-Rh??ne-Alpes,2010-12-23 00:00,Eolien,4000,2
BOIS DE TAPPE,17W000000158505R,54172,49.44247043,5.714926995,Doncourt-l??s-Longuyon,54,Meurthe-et-Moselle,44,Grand-Est,2010-12-22 00:00,Eolien,6000,3
Confidentiel,17W0000003983201,54172,49.44247043,5.714926995,Doncourt-l??s-Longuyon,54,Meurthe-et-Moselle,44,Grand-Est,2010-12-22 00:00,Eolien,8000,4
PARC EOLIEN LA LANDE CARMOISE,17W000000045624A,22158,48.19575245,-2.983710871,Guerl??dan,22,C??tes-d'Armor,53,Bretagne,2010-12-21 00:00,Eolien,9200,4
PARC EOLIEN LA PREVOTERIE PERRIERE,17W000000051381O,10131,48.48044399,3.95701676,Droupt-Saint-Basle,10,Aube,44,Grand-Est,2010-12-11 00:00,Eolien,12000,6
F.E. DE QUESNOY-SUR-AIRAINES 3,17W000000043651H,80655,49.94936178,1.992188282,Quesnoy-sur-Airaines,80,Somme,32,Hauts-de-France,2010-11-30 00:00,Eolien,11500,5
PARC EOLIEN FUTURES ENERGIES,17W000000058084W,22241,48.10610774,-2.591555626,Plumieux,22,C??tes-d'Armor,53,Bretagne,2010-11-29 00:00,Eolien,8000,4
CEPE DE GRAND BOIS,17W000000423872M,11079,43.38730632,2.302893011,Caudebronde,11,Aude,76,Occitanie,2010-11-19 00:00,Eolien,4000,2
EOLIENNES DE LA PORTE FRANCE,17W000000057656I,57101,49.14493952,6.947895462,Bousbach,57,Moselle,44,Grand-Est,2010-11-19 00:00,Eolien,8000,4
CENTRALE EOLIENNE DE L'OLIVIER,17W000000409660J,11322,42.99216078,2.929736278,Roquefort-des-Corbi??res,11,Aude,76,Occitanie,2010-11-18 00:00,Eolien,2300,1
CN'AIR PARC EOLIEN DE MESANGER,17W000000047134H,44096,47.42888341,-1.225833901,M??sanger,44,Loire-Atlantique,52,Pays de la Loire,2010-11-16 00:00,Eolien,9848,4
SNC EOLIENNES POUILLE LES COTEAUX,17W000000166555G,44134,47.46770993,-1.174616776,Pouill??-les-C??teaux,44,Loire-Atlantique,52,Pays de la Loire,2010-11-11 00:00,Eolien,9200,4
PARC EOLIEN DE LANDIER DU ROHALLET,17W000000416811X,56047,48.03850625,-2.765057469,Cr??din,56,Morbihan,53,Bretagne,2010-11-10 00:00,Eolien,8000,4
EOLIENNE DE MAGOAR,17W000000051978Q,22139,48.40147918,-3.176831505,Magoar,22,C??tes-d'Armor,53,Bretagne,2010-11-02 00:00,Eolien,5600,7
PARC EOLIEN DE REZENTIERES,17W000000049196M,15161,45.13420018,3.1056645,R??zenti??res,15,Cantal,84,Auvergne-Rh??ne-Alpes,2010-10-26 00:00,Eolien,10000,4
MSE LA PREVOTERIE VAUDON,17W0000000572444,10132,48.50208252,3.939463131,Droupt-Sainte-Marie,10,Aube,44,Grand-Est,2010-10-25 00:00,Eolien,12000,6
Confidentiel,17W000000048757D,36097,47.01422569,1.756297822,Liniez,36,Indre,24,Centre-Val de Loire,2010-10-21 00:00,Eolien,3000,1
ST PIERRE DE MAILLE 2 SAS,17W0000000526639,86236,46.6777213,0.825185186,Saint-Pierre-de-Maill??,86,Vienne,75,Nouvelle-Aquitaine,2010-10-19 00:00,Eolien,12000,5
PARC EOLIEN LE PIGEON BLANC,17W000000059519I,56032,47.96243944,-2.277576995,Camp??n??ac,56,Morbihan,53,Bretagne,2010-10-14 00:00,Eolien,12000,6
CEPE DE LANGRES SUD,17W000000049743J,52189,47.69049298,5.216568593,Le Val-d'Esnoms,52,Haute-Marne,44,Grand-Est,2010-10-13 00:00,Eolien,10000,5
CEPE DE LANGRES SUD,17W000000058253Z,52035,47.74891827,5.249880567,Baissey,52,Haute-Marne,44,Grand-Est,2010-10-13 00:00,Eolien,12000,6
CEPE DE LA TEISSONIERE,17W000000059831G,26176,44.64027308,4.883113726,Marsanne,26,Dr??me,84,Auvergne-Rh??ne-Alpes,2010-10-12 00:00,Eolien,4000,2
FERME EOLIENNE DE CORPE,17W0000000462762,85073,46.50502348,-1.170344253,Corpe,85,Vend??e,52,Pays de la Loire,2010-10-08 00:00,Eolien,11050,13
PARC EOLIEN DE SAINT PHILBERT ENERGIES,17W000000040760R,85262,46.99279075,-1.507388224,Saint-Philbert-de-Bouaine,85,Vend??e,52,Pays de la Loire,2010-10-02 00:00,Eolien,6105,3
PARC EOLIEN DE LA VALLIERE,17W000000054261J,44118,47.48771805,-1.216426217,Pannec??,44,Loire-Atlantique,52,Pays de la Loire,2010-10-02 00:00,Eolien,8000,4
FERME EOLIENNE CANAL DE GARGOUILLEAU,17W0000000444683,85303,46.35430182,-0.856628327,Vix,85,Vend??e,52,Pays de la Loire,2010-10-02 00:00,Eolien,10000,5
EOLIENNES DE PLEUGRIFFET,17W0000000503074,56160,47.99383471,-2.691496916,Pleugriffet,56,Morbihan,53,Bretagne,2010-10-02 00:00,Eolien,10000,6
EOLIENNES DE LA GRANDE PLACE,17W0000000473381,56047,48.03850625,-2.765057469,Cr??din,56,Morbihan,53,Bretagne,2010-10-02 00:00,Eolien,12000,6
Le Plateau Beauceron,17W0000009081552,45012,48.28014161,2.242902419,Audeville,45,Loiret,24,Centre-Val de Loire,2010-09-21 00:00,Eolien,12000,6
CEPE LANGRES SUD,17W000000050791A,52189,47.69049298,5.216568593,Le Val-d'Esnoms,52,Haute-Marne,44,Grand-Est,2010-09-20 00:00,Eolien,12000,6
PARC EOLIEN DE PENQUER I,17W000000051138X,22156,48.52854584,-3.234620585,Moust??ru,22,C??tes-d'Armor,53,Bretagne,2010-09-20 00:00,Eolien,12000,6
SFE PARC EOLIEN DE MACHAULT,17W000000163304J,8250,49.38148743,4.550853425,Leffincourt,8,Ardennes,44,Grand-Est,2010-09-17 00:00,Eolien,8000,4
FUTURES ENERGIES INVESTISSEMENTS,17W000000061084O,22288,48.08569877,-2.644028589,Saint-??tienne-du-Gu??-de-l'Isle,22,C??tes-d'Armor,53,Bretagne,2010-09-15 00:00,Eolien,8000,4
F.E. QUESNOY SUR AIRAINES 1,17W000000045785N,80655,49.94936178,1.992188282,Quesnoy-sur-Airaines,80,Somme,32,Hauts-de-France,2010-09-12 00:00,Eolien,11500,5
Confidentiel,17W000000043385C,3139,45.99371367,3.763080181,Laprugne,3,Allier,84,Auvergne-Rh??ne-Alpes,2010-09-12 00:00,Eolien,12000,6
PARC EOLIEN LES LANDES DU TERTRE,17W000000431023Y,22275,48.13836377,-2.701884795,Saint-Barnab??,22,C??tes-d'Armor,53,Bretagne,2010-09-11 00:00,Eolien,10000,5
CENTRALE EOLIENNE LES CHAMPS PARENTS,17W000000414008R,51141,48.84331561,4.54286173,La Chauss??e-sur-Marne,51,Marne,44,Grand-Est,2010-09-07 00:00,Eolien,10500,5
CEPE LANGRES SUD,17W000000148681D,52189,47.69049298,5.216568593,Le Val-d'Esnoms,52,Haute-Marne,44,Grand-Est,2010-08-31 00:00,Eolien,6000,3
ST PIERRE DE MAILLE 1 SAS,17W000000430657Z,86236,46.6777213,0.825185186,Saint-Pierre-de-Maill??,86,Vienne,75,Nouvelle-Aquitaine,2010-08-28 00:00,Eolien,12000,5
P.E.DE CAULIERES EPLESSIER LAMARONDE,17W000000154876C,80179,49.78677669,1.899084799,Cauli??res,80,Somme,32,Hauts-de-France,2010-08-19 00:00,Eolien,5000,2
P.E. DE CAULIERES EPLESSIER LAMARONDE,17W000000156419U,80179,49.78677669,1.899084799,Cauli??res,80,Somme,32,Hauts-de-France,2010-08-19 00:00,Eolien,12500,5
ENERGIES BOCAGE,17W000000157023D,49269,47.02917897,-0.965837562,Saint-Christophe-du-Bois,49,Maine-et-Loire,52,Pays de la Loire,2010-08-09 00:00,Eolien,8000,4
PLAINE DES MARETTES,17W000000059931C,76632,49.73844231,0.974051314,Saint-Pierre-B??nouville,76,Seine-Maritime,28,Normandie,2010-08-04 00:00,Eolien,12000,5
PARC EOLIEN DES MAUGES,17W0000000552745,49023,47.21259845,-0.983619029,Beaupr??au-en-Mauges,49,Maine-et-Loire,52,Pays de la Loire,2010-07-30 00:00,Eolien,16000,8
PARC EOLIEN GERMINON VELYE 2,17W000000053145Q,51268,48.88646118,4.178484045,Germinon,51,Marne,44,Grand-Est,2010-07-23 00:00,Eolien,10000,4
PARC EOLIEN GERMINON VELYE 1,17W000000424109F,51268,48.88646118,4.178484045,Germinon,51,Marne,44,Grand-Est,2010-07-23 00:00,Eolien,10000,4
PARC EOLIEN GERMINON VELYE 7,17W000000047389L,51268,48.88646118,4.178484045,Germinon,51,Marne,44,Grand-Est,2010-07-23 00:00,Eolien,10000,4
LES VENTS DE LA MARNE 3,17W000000058360Y,51268,48.88646118,4.178484045,Germinon,51,Marne,44,Grand-Est,2010-07-23 00:00,Eolien,10000,4
LES EOLIENNES DE RESCOTIOU 2,17W000000042086R,22087,48.29472326,-3.325382042,Kergrist-Mo??lou,22,C??tes-d'Armor,53,Bretagne,2010-07-22 00:00,Eolien,4000,2
SAS SEPE DE MOREAC 2,17W000000420126Z,56140,47.93280573,-2.803817379,Mor??ac,56,Morbihan,53,Bretagne,2010-07-22 00:00,Eolien,6000,3
LES BLES D'OR - EDP RENEWABLES FRANCE,17W000000058478B,36230,47.05388737,1.82531478,Vatan,36,Indre,24,Centre-Val de Loire,2010-07-22 00:00,Eolien,9000,3
PARC EOLIEN LE MEE,17W0000000522036,36230,47.05388737,1.82531478,Vatan,36,Indre,24,Centre-Val de Loire,2010-07-22 00:00,Eolien,9000,3
EOLIENNES DE KER-ROSE 2,17W000000391523M,22087,48.29472326,-3.325382042,Kergrist-Mo??lou,22,C??tes-d'Armor,53,Bretagne,2010-07-22 00:00,Eolien,10000,5
SAS SEPE DE MOREAC 1,17W000000055926P,56140,47.93280573,-2.803817379,Mor??ac,56,Morbihan,53,Bretagne,2010-07-22 00:00,Eolien,10000,5
LES EOLIENNES DE RESCOTIOU 1,17W0000000445809,22087,48.29472326,-3.325382042,Kergrist-Mo??lou,22,C??tes-d'Armor,53,Bretagne,2010-07-22 00:00,Eolien,12000,6
PARC EOLIEN DE HAUT DE CONGE 1,17W000000162341I,52541,47.98668866,5.343482882,Vitry-l??s-Nogent,52,Haute-Marne,44,Grand-Est,2010-07-20 00:00,Eolien,12000,6
PARC EOLIEN DE HAUT DE CONGE 3,17W000000042992X,52541,47.98668866,5.343482882,Vitry-l??s-Nogent,52,Haute-Marne,44,Grand-Est,2010-07-20 00:00,Eolien,12000,6
PARC EOLIEN GERMINON VELYE 5,17W000000048652R,51268,48.88646118,4.178484045,Germinon,51,Marne,44,Grand-Est,2010-07-16 00:00,Eolien,10000,4
PARC EOLIEN GERMINON VELYE 3,17W000000059708F,51268,48.88646118,4.178484045,Germinon,51,Marne,44,Grand-Est,2010-07-16 00:00,Eolien,12500,5
PARC EOLIEN GERMINON VELYE 4,17W000000431330P,51268,48.88646118,4.178484045,Germinon,51,Marne,44,Grand-Est,2010-07-16 00:00,Eolien,12500,5
PARC EOLIEN LA FAYE ET LA CHEVRERIE,17W000000057275U,16136,46.019836,0.159355852,La Faye,16,Charente,75,Nouvelle-Aquitaine,2010-07-06 00:00,Eolien,12000,6
SEEO,17W000000165911P,10274,48.43876953,3.822491313,Orvilliers-Saint-Julien,10,Aube,44,Grand-Est,2010-07-05 00:00,Eolien,12000,6
ENERGIE DES VALLOTTES,17W0000000452864,55066,48.63721686,5.510065644,Bov??e-sur-Barboure,55,Meuse,44,Grand-Est,2010-06-29 00:00,Eolien,12000,6
Confidentiel,17W000000048445W,22156,48.52854584,-3.234620585,Moust??ru,22,C??tes-d'Armor,53,Bretagne,2010-06-21 00:00,Eolien,4000,2
PARC EOLIEN LES HERBEUX,17W000000053972S,50200,48.67184617,-0.802951577,Ger,50,Manche,28,Normandie,2010-06-12 00:00,Eolien,8200,4
PARC EOLIEN DE VENTELEC,17W000000152954S,10084,48.41506004,4.180470139,Charmont-sous-Barbuise,10,Aube,44,Grand-Est,2010-06-05 00:00,Eolien,12000,6
priv??,17W000000482181I,79049,46.85457557,-0.479375922,Bressuire,79,Deux-S??vres,75,Nouvelle-Aquitaine,2010-05-17 00:00,Eolien,330,1
C. EOLIENNE LA COTE A L'ARBRE L'ESTREE,17W000000040469L,51141,48.84331561,4.54286173,La Chauss??e-sur-Marne,51,Marne,44,Grand-Est,2010-05-07 00:00,Eolien,4200,2
FUTURES ENERGIES INVESTISSEMENTS,17W000000418636F,51141,48.84331561,4.54286173,La Chauss??e-sur-Marne,51,Marne,44,Grand-Est,2010-05-07 00:00,Eolien,6300,3
PARC EOLIEN DE CLEMEC,17W000000151066P,10084,48.41506004,4.180470139,Charmont-sous-Barbuise,10,Aube,44,Grand-Est,2010-05-05 00:00,Eolien,12000,6
EOLIENNES DU VENT SOLAIRE,17W000000044838X,29167,47.97729346,-4.263710813,Plogastel-Saint-Germain,29,Finist??re,53,Bretagne,2010-04-29 00:00,Eolien,9200,4
IPER EOL BARONVILLE DESTRY SAS,17W000000397297C,57051,48.93850577,6.614396783,Baronville,57,Moselle,44,Grand-Est,2010-04-29 00:00,Eolien,12000,6
PARC EOLIEN DE LA BENATE,17W000000046128H,17277,45.9951683,-0.520018728,Essouvert,17,Charente-Maritime,75,Nouvelle-Aquitaine,2010-04-27 00:00,Eolien,12000,6
VENOURS LYCEE AGRI,17W000000487731L,86139,46.43775721,0.114217791,Lusignan,86,Vienne,75,Nouvelle-Aquitaine,2010-04-15 00:00,Eolien,330,1
Confidentiel,17W0000000593204,8048,49.52509698,4.315382156,Barby,8,Ardennes,44,Grand-Est,2010-04-14 00:00,Eolien,6600,3
PARC EOLIEN DE SAULGOND,17W000000054896D,16363,45.95637015,0.786714507,Saulgond,16,Charente,75,Nouvelle-Aquitaine,2010-04-12 00:00,Eolien,6000,3
PARC EOLIEN DE FONTAINE MACON,17W000000058148W,10153,48.45756039,3.507036126,Fontaine-M??con,10,Aube,44,Grand-Est,2010-04-11 00:00,Eolien,12300,6
PARC EOLIEN DE LA SOLE DU BOIS ACHIET,17W000000165457L,62005,50.13246955,2.779099639,Achiet-le-Grand,62,Pas-de-Calais,32,Hauts-de-France,2010-04-10 00:00,Eolien,8000,4
PARC EOLIEN DU PARADIS GOMIECOURT,17W0000000418925,62005,50.13246955,2.779099639,Achiet-le-Grand,62,Pas-de-Calais,32,Hauts-de-France,2010-04-10 00:00,Eolien,10000,5
Confidentiel,17W000000146234B,62002,50.15365955,2.741473611,Ablainzevelle,62,Pas-de-Calais,32,Hauts-de-France,2010-04-10 00:00,Eolien,10000,5
PARC EOLIEN DE LA PLANCHE,17W000000417486D,85262,46.99279075,-1.507388224,Saint-Philbert-de-Bouaine,85,Vend??e,52,Pays de la Loire,2010-04-06 00:00,Eolien,10250,5
PARC EOLIEN DE ST MICHEL CHEF CHEF,17W000000150202B,44182,47.17556298,-2.127310932,Saint-Michel-Chef-Chef,44,Loire-Atlantique,52,Pays de la Loire,2010-03-25 00:00,Eolien,10250,5
VENT DE GAVRAY - SOURDEVAL,17W000000041436V,50197,48.90186695,-1.329271874,Gavray,50,Manche,28,Normandie,2010-03-15 00:00,Eolien,2000,1
VENT DE GAVRAY - GRATOT,17W000000043768X,50219,49.06831044,-1.494547742,Gratot,50,Manche,28,Normandie,2010-03-15 00:00,Eolien,2000,1
PARC EOLIEN PLAT DES GRANIERS,17W000000432908Q,11188,42.96603779,2.99265327,La Palme,11,Aude,76,Occitanie,2010-03-12 00:00,Eolien,9200,4
PARC EOLIEN DE CAMBOUISSET,17W000000429772X,11322,42.99216078,2.929736278,Roquefort-des-Corbi??res,11,Aude,76,Occitanie,2010-03-12 00:00,Eolien,11500,5
SFE PARC EOLIEN DE SEMIDE LEFFINCOURT,17W000000048120N,8250,49.38148743,4.550853425,Leffincourt,8,Ardennes,44,Grand-Est,2010-03-09 00:00,Eolien,12000,6
PARC EOLIEN DE LEFFINCOURT,17W000000052612Q,8130,49.36199116,4.615595671,Contreuve,8,Ardennes,44,Grand-Est,2010-03-09 00:00,Eolien,12000,6
